dataset;project;plot;year;fromdaynr;todaynr;meandaynr;E;N;elevation;biomass;biomass_adj;Canopy;Habitat;Tmean;Psum;Pmean;Tmean_anomaly_april_current;Psum_anomaly_april_current;Tmean_anomaly_april_prev;Psum_anomaly_april_prev;Tmean_anomaly_winter;Psum_anomaly_winter;Tmean_anomaly_meandaynr_prev;Psum_anomaly_meandaynr_prev;Warm_spell;Cold_spell;Wet_spell;Dry_spell;Warm_spell_april_current;Cold_spell_april_current;Wet_spell_april_current;Dry_spell_april_current;Warm_spell_april_prev;Cold_spell_april_prev;Wet_spell_april_prev;Dry_spell_april_prev;Warm_spell_winter;Cold_spell_winter;Wet_spell_winter;Dry_spell_winter;Warm_spell_meandaynr_prev;Cold_spell_meandaynr_prev;Wet_spell_meandaynr_prev;Dry_spell_meandaynr_prev;nHerbs;nTrees;Light;ellenTemperature;Arableland;Forest;Grassland;Water;fyear
training;Hallmann;KAN1;2001;168;174;171;6,696231;51,628426;27,23121452;22,1;22,1;0;;15,46858972;6,600000098;0,942857157;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;0,466544434;-4,036666727;0;1;0;2;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;3,07712564;2,340352869;1,205242967;4,934905096;19;2;7,17;3,76;0,000113217;0,164690514;0,0000206;5,83E-11;2001
training;Hallmann;KAN1;2001;175;181;178;6,696231;51,628426;27,23121452;19,8;19,8;0;;20,63430389;17,20000026;2,457142894;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;0,466544434;-4,036666727;1;0;0;2;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;3,07712564;2,340352869;1,205242967;4,934905096;19;2;7,17;3,76;0,000113217;0,164690514;0,0000206;5,83E-11;2001
training;Hallmann;KAN1;2001;182;188;185;6,696231;51,628426;27,23121452;15,9;15,9;0;;22,38858957;0;0;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;-3,255494551;24,18666703;2;0;0;3;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;0,032049828;4,017896313;2,196082711;3,005073104;19;2;7,17;3,76;0,000113217;0,164690514;0,0000206;5,83E-11;2001
training;Hallmann;KAN1;2001;189;195;192;6,696231;51,628426;27,23121452;12,1;12,1;0;;17,09573254;20,2000003;2,885714329;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;-3,255494551;24,18666703;0;1;0;1;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;0,032049828;4,017896313;2,196082711;3,005073104;19;2;7,17;3,76;0,000113217;0,164690514;0,0000206;5,83E-11;2001
training;Hallmann;KAN1;2001;196;202;199;6,696231;51,628426;27,23121452;21;21;0;;16,59716112;19,8000003;2,828571471;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;-3,255494551;24,18666703;0;2;1;2;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;0,032049828;4,017896313;2,196082711;3,005073104;19;2;7,17;3,76;0,000113217;0,164690514;0,0000206;5,83E-11;2001
training;Hallmann;KAN1;2001;203;209;206;6,696231;51,628426;27,23121452;26,1;26,1;0;;22,18287529;0;0;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;-3,255494551;24,18666703;1;0;0;4;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;0,032049828;4,017896313;2,196082711;3,005073104;19;2;7,17;3,76;0,000113217;0,164690514;0,0000206;5,83E-11;2001
training;Hallmann;KAN1;2001;210;216;213;6,696231;51,628426;27,23121452;22,1;22,1;0;;20,99716103;20,70000031;2,957142901;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;-0,244236554;-7,836666783;1;0;1;2;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;0,878122782;1,157658755;1,206570073;4,782214842;19;2;7,17;3,76;0,000113217;0,164690514;0,0000206;5,83E-11;2001
training;Hallmann;KAN1;2001;217;223;220;6,696231;51,628426;27,23121452;18,7;18,7;0;;16,82144683;34,10000051;4,871428644;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;-0,244236554;-7,836666783;0;2;2;0;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;0,878122782;1,157658755;1,206570073;4,782214842;19;2;7,17;3,76;0,000113217;0,164690514;0,0000206;5,83E-11;2001
training;Hallmann;KAN1;2001;224;230;227;6,696231;51,628426;27,23121452;26,2;26,2;0;;21,24001816;27,80000041;3,971428631;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;-0,244236554;-7,836666783;1;0;0;1;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;0,878122782;1,157658755;1,206570073;4,782214842;19;2;7,17;3,76;0,000113217;0,164690514;0,0000206;5,83E-11;2001
training;Hallmann;KAN1;2001;231;237;234;6,696231;51,628426;27,23121452;26,4;26,4;0;;22,61858956;0;0;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;-0,244236554;-7,836666783;3;0;0;4;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;0,878122782;1,157658755;1,206570073;4,782214842;19;2;7,17;3,76;0,000113217;0,164690514;0,0000206;5,83E-11;2001
training;Hallmann;KAN1;2001;238;244;241;6,696231;51,628426;27,23121452;12,5;12,5;0;;17,67001824;16,30000024;2,328571463;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;-0,244236554;-7,836666783;0;0;0;2;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;0,878122782;1,157658755;1,206570073;4,782214842;19;2;7,17;3,76;0,000113217;0,164690514;0,0000206;5,83E-11;2001
training;Hallmann;KAN1;2001;245;251;248;6,696231;51,628426;27,23121452;9,1;9,1;0;;14,09287547;46,30000069;6,614285813;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;0,931077757;22,356667;0;2;3;0;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;1,726597181;0,913088153;1,962925717;3,431530202;19;2;7,17;3,76;0,000113217;0,164690514;0,0000206;5,83E-11;2001
training;Hallmann;KAN1;2001;252;258;255;6,696231;51,628426;27,23121452;11,4;11,4;0;;12,94144692;25,00000037;3,571428625;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;0,931077757;22,356667;0;3;0;0;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;1,726597181;0,913088153;1,962925717;3,431530202;19;2;7,17;3,76;0,000113217;0,164690514;0,0000206;5,83E-11;2001
training;Hallmann;KAN1;2001;259;265;262;6,696231;51,628426;27,23121452;9,1;9,1;0;;11,51144695;34,00000051;4,85714293;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;0,931077757;22,356667;0;2;2;0;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;1,726597181;0,913088153;1,962925717;3,431530202;19;2;7,17;3,76;0,000113217;0,164690514;0,0000206;5,83E-11;2001
training;Hallmann;KAN1;2001;266;272;269;6,696231;51,628426;27,23121452;12,7;12,7;0;;13,9414469;9,300000139;1,328571448;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;0,931077757;22,356667;0;1;0;2;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;1,726597181;0,913088153;1,962925717;3,431530202;19;2;7,17;3,76;0,000113217;0,164690514;0,0000206;5,83E-11;2001
training;Hallmann;KAN1;2001;273;279;276;6,696231;51,628426;27,23121452;13,8;13,8;0;;15,94287542;29,50000044;4,214285777;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;0,368462357;7,330000109;3;0;1;1;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;1,118481889;0,618379761;1,589949739;3,948850349;19;2;7,17;3,76;0,000113217;0,164690514;0,0000206;5,83E-11;2001
training;Hallmann;KAN1;2001;280;286;283;6,696231;51,628426;27,23121452;8;8;0;;14,98858973;0;0;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;0,368462357;7,330000109;2;0;0;3;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;1,118481889;0,618379761;1,589949739;3,948850349;19;2;7,17;3,76;0,000113217;0,164690514;0,0000206;5,83E-11;2001
training;Hallmann;KAN2;2001;97;103;100;6,697179;51,627065;27,46191406;11,2;11,2;0;;7,27997057;5,200000077;0,742857154;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;0,752755539;5,086666742;0;1;0;2;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;1,582567704;1,181718644;1,792361844;3,616276945;9;2;7,18;3,36;0,0000451;0,536591907;0,0000106;5,83E-11;2001
training;Hallmann;KAN2;2001;104;111;107,5;6,697179;51,627065;27,46191406;8,2;8,2;0;;5,002649192;28,50000042;3,562500053;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;0,752755539;5,086666742;0;3;2;0;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;1,582567704;1,181718644;1,792361844;3,616276945;9;2;7,18;3,36;0,0000451;0,536591907;0,0000106;5,83E-11;2001
training;Hallmann;KAN2;2001;112;118;115;6,697179;51,627065;27,46191406;11,4;11,4;0;;10,15854193;19,8000003;2,828571471;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;0,752755539;5,086666742;0;1;1;0;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;1,582567704;1,181718644;1,792361844;3,616276945;9;2;7,18;3,36;0,0000451;0,536591907;0,0000106;5,83E-11;2001
training;Hallmann;KAN2;2001;119;125;122;6,697179;51,627065;27,46191406;31,5;31,5;0;;13,42711329;4,00000006;0,57142858;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;1,482322548;9,793333479;1;0;0;3;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;2,976404553;1,697244647;1,644998081;4,44623165;9;2;7,18;3,36;0,0000451;0,536591907;0,0000106;5,83E-11;2001
training;Hallmann;KAN2;2001;126;132;129;6,697179;51,627065;27,46191406;40,6;40,6;0;;16,15997037;1,800000027;0,257142861;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;1,482322548;9,793333479;1;0;0;3;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;2,976404553;1,697244647;1,644998081;4,44623165;9;2;7,18;3,36;0,0000451;0,536591907;0,0000106;5,83E-11;2001
training;Hallmann;KAN2;2001;133;139;136;6,697179;51,627065;27,46191406;23;23;0;;15,0499704;16,40000024;2,342857178;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;1,482322548;9,793333479;1;0;0;1;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;2,976404553;1,697244647;1,644998081;4,44623165;9;2;7,18;3,36;0,0000451;0,536591907;0,0000106;5,83E-11;2001
training;Hallmann;KAN2;2001;140;146;143;6,697179;51,627065;27,46191406;12,3;12,3;0;;16,29568465;0;0;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;1,482322548;9,793333479;0;0;0;3;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;2,976404553;1,697244647;1,644998081;4,44623165;9;2;7,18;3,36;0,0000451;0,536591907;0,0000106;5,83E-11;2001
training;Hallmann;KAN2;2001;147;154;150,5;6,697179;51,627065;27,46191406;22,7;22,7;0;;15,22639896;22,50000034;2,812500042;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;1,482322548;9,793333479;0;1;0;2;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;2,976404553;1,697244647;1,644998081;4,44623165;9;2;7,18;3,36;0,0000451;0,536591907;0,0000106;5,83E-11;2001
training;Hallmann;KAN2;2001;155;160;157,5;6,697179;51,627065;27,46191406;6,2;6,2;0;;13,98806566;4,600000069;0,766666678;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;0,466544434;-4,036666727;0;1;0;3;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;3,07712564;2,340352869;1,205242967;4,934905096;9;2;7,18;3,36;0,0000451;0,536591907;0,0000106;5,83E-11;2001
training;Hallmann;KAN2;2001;161;167;164;6,697179;51,627065;27,46191406;15,7;15,7;0;;15,56139896;4,900000073;0,70000001;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;0,466544434;-4,036666727;0;1;0;2;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;3,07712564;2,340352869;1,205242967;4,934905096;9;2;7,18;3,36;0,0000451;0,536591907;0,0000106;5,83E-11;2001
training;Hallmann;KAN2;2001;168;174;171;6,697179;51,627065;27,46191406;21,9;21,9;0;;15,46711324;6,600000098;0,942857157;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;0,466544434;-4,036666727;0;1;0;2;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;3,07712564;2,340352869;1,205242967;4,934905096;9;2;7,18;3,36;0,0000451;0,536591907;0,0000106;5,83E-11;2001
training;Hallmann;KAN2;2001;175;181;178;6,697179;51,627065;27,46191406;20,7;20,7;0;;20,63282741;17,20000026;2,457142894;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;0,466544434;-4,036666727;1;0;0;2;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;3,07712564;2,340352869;1,205242967;4,934905096;9;2;7,18;3,36;0,0000451;0,536591907;0,0000106;5,83E-11;2001
training;Hallmann;KAN2;2001;182;188;185;6,697179;51,627065;27,46191406;24,5;24,5;0;;22,38711309;0;0;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;-3,255494551;24,18666703;2;0;0;3;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;0,032049828;4,017896313;2,196082711;3,005073104;9;2;7,18;3,36;0,0000451;0,536591907;0,0000106;5,83E-11;2001
training;Hallmann;KAN2;2001;189;195;192;6,697179;51,627065;27,46191406;13,4;13,4;0;;17,09425606;20,2000003;2,885714329;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;-3,255494551;24,18666703;0;1;0;1;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;0,032049828;4,017896313;2,196082711;3,005073104;9;2;7,18;3,36;0,0000451;0,536591907;0,0000106;5,83E-11;2001
training;Hallmann;KAN2;2001;196;202;199;6,697179;51,627065;27,46191406;21,8;21,8;0;;16,59568465;19,8000003;2,828571471;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;-3,255494551;24,18666703;0;2;1;2;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;0,032049828;4,017896313;2,196082711;3,005073104;9;2;7,18;3,36;0,0000451;0,536591907;0,0000106;5,83E-11;2001
training;Hallmann;KAN2;2001;203;209;206;6,697179;51,627065;27,46191406;26,9;26,9;0;;22,18139881;0;0;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;-3,255494551;24,18666703;1;0;0;4;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;0,032049828;4,017896313;2,196082711;3,005073104;9;2;7,18;3,36;0,0000451;0,536591907;0,0000106;5,83E-11;2001
training;Hallmann;KAN2;2001;210;216;213;6,697179;51,627065;27,46191406;23,2;23,2;0;;20,99568455;20,70000031;2,957142901;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;-0,244236554;-7,836666783;1;0;1;2;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;0,878122782;1,157658755;1,206570073;4,782214842;9;2;7,18;3,36;0,0000451;0,536591907;0,0000106;5,83E-11;2001
training;Hallmann;KAN2;2001;217;223;220;6,697179;51,627065;27,46191406;12,3;12,3;0;;16,81997036;34,10000051;4,871428644;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;-0,244236554;-7,836666783;0;2;2;0;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;0,878122782;1,157658755;1,206570073;4,782214842;9;2;7,18;3,36;0,0000451;0,536591907;0,0000106;5,83E-11;2001
training;Hallmann;KAN2;2001;224;230;227;6,697179;51,627065;27,46191406;30,1;30,1;0;;21,23854169;27,80000041;3,971428631;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;-0,244236554;-7,836666783;1;0;0;1;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;0,878122782;1,157658755;1,206570073;4,782214842;9;2;7,18;3,36;0,0000451;0,536591907;0,0000106;5,83E-11;2001
training;Hallmann;KAN2;2001;231;237;234;6,697179;51,627065;27,46191406;29,8;29,8;0;;22,61711308;0;0;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;-0,244236554;-7,836666783;3;0;0;4;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;0,878122782;1,157658755;1,206570073;4,782214842;9;2;7,18;3,36;0,0000451;0,536591907;0,0000106;5,83E-11;2001
training;Hallmann;KAN2;2001;238;244;241;6,697179;51,627065;27,46191406;15,2;15,2;0;;17,66854177;16,30000024;2,328571463;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;-0,244236554;-7,836666783;0;0;0;2;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;0,878122782;1,157658755;1,206570073;4,782214842;9;2;7,18;3,36;0,0000451;0,536591907;0,0000106;5,83E-11;2001
training;Hallmann;KAN2;2001;245;251;248;6,697179;51,627065;27,46191406;10,2;10,2;0;;14,09139899;46,30000069;6,614285813;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;0,931077757;22,356667;0;2;3;0;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;1,726597181;0,913088153;1,962925717;3,431530202;9;2;7,18;3,36;0,0000451;0,536591907;0,0000106;5,83E-11;2001
training;Hallmann;KAN2;2001;252;258;255;6,697179;51,627065;27,46191406;13,9;13,9;0;;12,93997044;25,00000037;3,571428625;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;0,931077757;22,356667;0;3;0;0;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;1,726597181;0,913088153;1,962925717;3,431530202;9;2;7,18;3,36;0,0000451;0,536591907;0,0000106;5,83E-11;2001
training;Hallmann;KAN2;2001;259;265;262;6,697179;51,627065;27,46191406;11,1;11,1;0;;11,50997048;34,00000051;4,85714293;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;0,931077757;22,356667;0;2;2;0;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;1,726597181;0,913088153;1,962925717;3,431530202;9;2;7,18;3,36;0,0000451;0,536591907;0,0000106;5,83E-11;2001
training;Hallmann;KAN2;2001;266;272;269;6,697179;51,627065;27,46191406;20,2;20,2;0;;13,93997042;9,300000139;1,328571448;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;0,931077757;22,356667;0;1;0;2;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;1,726597181;0,913088153;1,962925717;3,431530202;9;2;7,18;3,36;0,0000451;0,536591907;0,0000106;5,83E-11;2001
training;Hallmann;KAN2;2001;273;279;276;6,697179;51,627065;27,46191406;22,4;22,4;0;;15,94139895;29,50000044;4,214285777;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;0,368462357;7,330000109;3;0;1;1;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;1,118481889;0,618379761;1,589949739;3,948850349;9;2;7,18;3,36;0,0000451;0,536591907;0,0000106;5,83E-11;2001
training;Hallmann;KAN2;2001;280;286;283;6,697179;51,627065;27,46191406;7,9;7,9;0;;14,98711325;0;0;-1,865577736;34,98666719;0,752755539;5,086666742;0,42147471;0,550666675;0,368462357;7,330000109;2;0;0;3;0;3;2;2;1,582567704;1,181718644;1,792361844;3,616276945;3;1;3;7;1,118481889;0,618379761;1,589949739;3,948850349;9;2;7,18;3,36;0,0000451;0,536591907;0,0000106;5,83E-11;2001
training;Hallmann;KAN1;2014;74;101;87,5;6,696231;51,628426;27,23121452;2,8;2,8;0;;10,87823268;17,30000026;0,617857152;2,073088843;7,486666778;-1,40091108;-22,91333367;1,664997416;-16,02933357;-4,361333236;-26,24000039;3;0;0;5;2;0;1;3;1,154473055;3,27639657;0,67391363;5,324049462;3;0;2;9;0,687107447;4,318864584;0,723570327;5,329856553;26;2;7,4;5,6;1,58E-10;0,424392457;1,58E-10;5,83E-11;2014
training;Hallmann;KAN1;2014;102;117;109,5;6,696231;51,628426;27,23121452;4,6;4,6;0;;12,02850051;19,9000003;1,243750019;2,073088843;7,486666778;-1,40091108;-22,91333367;1,664997416;-16,02933357;-1,40091108;-22,91333367;1;0;1;2;2;0;1;3;1,154473055;3,27639657;0,67391363;5,324049462;3;0;2;9;1,154473055;3,27639657;0,67391363;5,324049462;26;2;7,4;5,6;1,58E-10;0,424392457;1,58E-10;5,83E-11;2014
training;Hallmann;KAN1;2014;118;132;125;6,696231;51,628426;27,23121452;4,5;4,5;0;;11,83820885;86,50000129;5,766666753;2,073088843;7,486666778;-1,40091108;-22,91333367;1,664997416;-16,02933357;-2,158322532;8,293333457;0;1;3;1;2;0;1;3;1,154473055;3,27639657;0,67391363;5,324049462;3;0;2;9;0,506923815;3,084160809;1,661771354;4,411031487;26;2;7,4;5,6;1,58E-10;0,424392457;1,58E-10;5,83E-11;2014
training;Hallmann;KAN1;2014;133;152;142,5;6,696231;51,628426;27,23121452;12,4;12,4;0;;14,64587545;43,20000064;2,160000032;2,073088843;7,486666778;-1,40091108;-22,91333367;1,664997416;-16,02933357;-2,158322532;8,293333457;1;1;1;3;2;0;1;3;1,154473055;3,27639657;0,67391363;5,324049462;3;0;2;9;0,506923815;3,084160809;1,661771354;4,411031487;26;2;7,4;5,6;1,58E-10;0,424392457;1,58E-10;5,83E-11;2014
training;Hallmann;KAN1;2014;153;161;157;6,696231;51,628426;27,23121452;9,5;9,5;0;;18,57843092;44,60000066;4,955555629;2,073088843;7,486666778;-1,40091108;-22,91333367;1,664997416;-16,02933357;-0,881122203;-12,23666685;2;0;1;2;2;0;1;3;1,154473055;3,27639657;0,67391363;5,324049462;3;0;2;9;1,668370234;2,761961819;1,059225543;5,128878475;26;2;7,4;5,6;1,58E-10;0,424392457;1,58E-10;5,83E-11;2014
training;Hallmann;KAN1;2014;162;179;170,5;6,696231;51,628426;27,23121452;12,2;12,2;0;;16,00231987;18,30000027;1,016666682;2,073088843;7,486666778;-1,40091108;-22,91333367;1,664997416;-16,02933357;-0,881122203;-12,23666685;0;2;0;3;2;0;1;3;1,154473055;3,27639657;0,67391363;5,324049462;3;0;2;9;1,668370234;2,761961819;1,059225543;5,128878475;26;2;7,4;5,6;1,58E-10;0,424392457;1,58E-10;5,83E-11;2014
training;Hallmann;KAN1;2014;180;191;185,5;6,696231;51,628426;27,23121452;12;12;0;;17,54704206;83,00000124;6,91666677;2,073088843;7,486666778;-1,40091108;-22,91333367;1,664997416;-16,02933357;0,657408587;-28,81333376;0;1;4;1;2;0;1;3;1,154473055;3,27639657;0,67391363;5,324049462;3;0;2;9;1,308589078;0,955087387;1,075645116;5,195940924;26;2;7,4;5,6;1,58E-10;0,424392457;1,58E-10;5,83E-11;2014
training;Hallmann;KAN1;2014;192;202;197;6,696231;51,628426;27,23121452;9,8;9,8;0;;21,22469349;11,70000017;1,063636379;2,073088843;7,486666778;-1,40091108;-22,91333367;1,664997416;-16,02933357;0,657408587;-28,81333376;1;0;0;2;2;0;1;3;1,154473055;3,27639657;0,67391363;5,324049462;3;0;2;9;1,308589078;0,955087387;1,075645116;5,195940924;26;2;7,4;5,6;1,58E-10;0,424392457;1,58E-10;5,83E-11;2014
training;Hallmann;KAN1;2014;203;220;211,5;6,696231;51,628426;27,23121452;13,4;13,4;0;;20,48398643;49,10000073;2,727777818;2,073088843;7,486666778;-1,40091108;-22,91333367;1,664997416;-16,02933357;0,657408587;-28,81333376;0;0;2;5;2;0;1;3;1,154473055;3,27639657;0,67391363;5,324049462;3;0;2;9;1,308589078;0,955087387;1,075645116;5,195940924;26;2;7,4;5,6;1,58E-10;0,424392457;1,58E-10;5,83E-11;2014
training;Hallmann;KAN1;2014;221;250;235,5;6,696231;51,628426;27,23121452;10,6;10,6;0;;15,51820877;83,50000124;2,783333375;2,073088843;7,486666778;-1,40091108;-22,91333367;1,664997416;-16,02933357;0,265763435;-54,33666748;0;4;1;3;2;0;1;3;1,154473055;3,27639657;0,67391363;5,324049462;3;0;2;9;1,563180901;1,379150809;0,22432559;5,200518877;26;2;7,4;5,6;1,58E-10;0,424392457;1,58E-10;5,83E-11;2014
training;Hallmann;KAN1;2014;251;269;260;6,696231;51,628426;27,23121452;6,9;6,9;0;;15,4518228;26,7000004;1,405263179;2,073088843;7,486666778;-1,40091108;-22,91333367;1,664997416;-16,02933357;-0,426922213;45,45666734;1;1;0;3;2;0;1;3;1,154473055;3,27639657;0,67391363;5,324049462;3;0;2;9;1,06743399;2,28033096;2,74411598;3,414897127;26;2;7,4;5,6;1,58E-10;0,424392457;1,58E-10;5,83E-11;2014
training;Hallmann;KAN1;2014;270;294;282;6,696231;51,628426;27,23121452;19,2;19,2;0;;14,82567545;60,7000009;2,428000036;2,073088843;7,486666778;-1,40091108;-22,91333367;1,664997416;-16,02933357;1,299430078;-3,870000058;3;0;2;4;2;0;1;3;1,154473055;3,27639657;0,67391363;5,324049462;3;0;2;9;2,183007449;0,837983539;1,530060689;5,250930269;26;2;7,4;5,6;1,58E-10;0,424392457;1,58E-10;5,83E-11;2014
training;Hallmann;WAH1;1989;143;148;145,5;7,317404;50,845846;142,6990509;59,8;59,8;0;;18,87514792;0;0;-2,417611057;60,07666756;-0,767944427;-26,82333373;1,188512357;1,301333353;1,691344048;-52,48333412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;2;5,6;2,4;0,116291693;0,768475978;0,429019584;5,83E-11;1989
training;Hallmann;WAH1;1989;149;156;152,5;7,317404;50,845846;142,6990509;14,4;14,4;0;;11,25639809;6,500000097;0,812500012;-2,417611057;60,07666756;-0,767944427;-26,82333373;1,188512357;1,301333353;-1,357088859;-58,3733342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;2;5,6;2,4;0,116291693;0,768475978;0,429019584;5,83E-11;1989
training;Hallmann;WAH1;1989;157;163;160;7,317404;50,845846;142,6990509;37;37;0;;13,53014804;24,80000037;3,542857196;-2,417611057;60,07666756;-0,767944427;-26,82333373;1,188512357;1,301333353;-1,357088859;-58,3733342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;2;5,6;2,4;0,116291693;0,768475978;0,429019584;5,83E-11;1989
